INSERT INTO Staff VALUES ('S0001', 'Sowmya', 'Pujari', '1065', 'Polling Agent', '1000', 'B1C001');
INSERT INTO Staff VALUES ('S0714', 'Rushil', 'Shet', '4361', 'Security Agent', '750', 'B1C072');
INSERT INTO Staff VALUES ('S0715', 'Nisha', 'Bhat', '4610', 'Polling Agent', '1000', 'B2C072');
INSERT INTO Staff VALUES ('S0716', 'Rashmitha', 'Shroff', '5186', 'Security Agent', '750', 'B3C072');
INSERT INTO Staff VALUES ('S0717', 'Shreedevi', 'Chatterjee', '5740', 'Polling Agent', '1000', 'B4C072');
INSERT INTO Staff VALUES ('S0718', 'Prakruthi', 'Gupta', '6024', 'Security Agent', '750', 'B5C072');
INSERT INTO Staff VALUES ('S0719', 'Arnav', 'Almeida', '1496', 'Polling Agent', '1000', 'B1C073');
INSERT INTO Staff VALUES ('S0720', 'Manasa', 'Anand', '1575', 'Security Agent', '750', 'B2C073');
INSERT INTO Staff VALUES ('S0721', 'Anusree', 'Chavare', '1757', 'Polling Agent', '1000', 'B3C073');
INSERT INTO Staff VALUES ('S0722', 'Charan', 'Hiremath', '1782', 'Security Agent', '750', 'B4C073');
INSERT INTO Staff VALUES ('S0723', 'Suraksha', 'Kaur', '1789', 'Polling Agent', '1000', 'B5C073');
INSERT INTO Staff VALUES ('S0724', 'Prithvi', 'Vernekar', '1985', 'Security Agent', '750', 'B1C073');
INSERT INTO Staff VALUES ('S0725', 'Ananya', 'Nair', '2155', 'Polling Agent', '1000', 'B2C073');
INSERT INTO Staff VALUES ('S0726', 'Tanmay', 'Kouser', '2280', 'Security Agent', '750', 'B3C073');
INSERT INTO Staff VALUES ('S0727', 'Divyesh', 'Bhardwaj', '2591', 'Polling Agent', '1000', 'B4C073');
INSERT INTO Staff VALUES ('S0728', 'Taara', 'Saha', '2606', 'Security Agent', '750', 'B5C073');
INSERT INTO Staff VALUES ('S0729', 'Ajinkya', 'Andrade', '2401', 'Polling Agent', '1000', 'B1C074');
INSERT INTO Staff VALUES ('S0730', 'Falan', 'Kouser', '2652', 'Security Agent', '750', 'B2C074');
INSERT INTO Staff VALUES ('S0731', 'Deekshitha', 'Chatterjee', '2925', 'Polling Agent', '1000', 'B3C074');
INSERT INTO Staff VALUES ('S0732', 'Adyasa', 'Chatterjee', '2982', 'Security Agent', '750', 'B4C074');
INSERT INTO Staff VALUES ('S0733', 'Sudha', 'Shayana', '3307', 'Polling Agent', '1000', 'B5C074');
INSERT INTO Staff VALUES ('S0734', 'Alolika', 'Saniel', '3997', 'Security Agent', '750', 'B1C074');
INSERT INTO Staff VALUES ('S0735', 'Vishishta', 'Gamskar', '4171', 'Polling Agent', '1000', 'B2C074');
INSERT INTO Staff VALUES ('S0736', 'Navami', 'Kouser', '4181', 'Security Agent', '750', 'B3C074');
INSERT INTO Staff VALUES ('S0737', 'Rachit', 'Gamskar', '4423', 'Polling Agent', '1000', 'B4C074');
INSERT INTO Staff VALUES ('S0738', 'Ved', 'Moolya', '4504', 'Security Agent', '750', 'B5C074');
INSERT INTO Staff VALUES ('S0739', 'Veer', 'Patil', '1018', 'Polling Agent', '1000', 'B1C075');
INSERT INTO Staff VALUES ('S0740', 'Grishma', 'Saha', '1184', 'Security Agent', '750', 'B2C075');
INSERT INTO Staff VALUES ('S0741', 'Aryan', 'Shukla', '2060', 'Polling Agent', '1000', 'B3C075');
INSERT INTO Staff VALUES ('S0742', 'Jagat', 'Jain', '2081', 'Security Agent', '750', 'B4C075');
INSERT INTO Staff VALUES ('S0743', 'Shanaya', 'Saha', '2134', 'Polling Agent', '1000', 'B5C075');
INSERT INTO Staff VALUES ('S0744', 'Madhav', 'Belligatti', '2284', 'Security Agent', '750', 'B1C075');
INSERT INTO Staff VALUES ('S0745', 'Akash', 'Taj', '2306', 'Polling Agent', '1000', 'B2C075');
INSERT INTO Staff VALUES ('S0746', 'Sapna', 'Kavser', '2507', 'Security Agent', '750', 'B3C075');
INSERT INTO Staff VALUES ('S0747', 'Anirudh', 'Nagane', '2570', 'Polling Agent', '1000', 'B4C075');
INSERT INTO Staff VALUES ('S0748', 'Chaitra', 'Shukla', '2768', 'Security Agent', '750', 'B5C075');
INSERT INTO Staff VALUES ('S0749', 'Pahal', 'Singh', '1520', 'Polling Agent', '1000', 'B1C076');
INSERT INTO Staff VALUES ('S0750', 'Taara', 'Bangera', '1752', 'Security Agent', '750', 'B2C076');
INSERT INTO Staff VALUES ('S0751', 'Suchita', 'Bangera', '2550', 'Polling Agent', '1000', 'B3C076');
INSERT INTO Staff VALUES ('S0752', 'Ishita', 'Chatterjee', '4637', 'Security Agent', '750', 'B4C076');
INSERT INTO Staff VALUES ('S0753', 'Yash', 'Manjunath', '4914', 'Polling Agent', '1000', 'B5C076');
INSERT INTO Staff VALUES ('S0754', 'Tejas', 'Prajapati', '5117', 'Security Agent', '750', 'B1C076');
INSERT INTO Staff VALUES ('S0755', 'Arpitha', 'Gamskar', '6033', 'Polling Agent', '1000', 'B2C076');
INSERT INTO Staff VALUES ('S0756', 'Ishwar', 'Shetty', '6143', 'Security Agent', '750', 'B3C076');
INSERT INTO Staff VALUES ('S0757', 'Ayush', 'Hiremath', '6693', 'Polling Agent', '1000', 'B4C076');
INSERT INTO Staff VALUES ('S0758', 'Pratima', 'Thampy', '6905', 'Security Agent', '750', 'B5C076');
INSERT INTO Staff VALUES ('S0759', 'Ansh', 'Belligatti', '1032', 'Polling Agent', '1000', 'B1C077');
INSERT INTO Staff VALUES ('S0760', 'Varsha', 'Salian', '1288', 'Security Agent', '750', 'B2C077');
INSERT INTO Staff VALUES ('S0761', 'Veer', 'Shah', '2498', 'Polling Agent', '1000', 'B3C077');
INSERT INTO Staff VALUES ('S0762', 'Akshay', 'Shah', '2667', 'Security Agent', '750', 'B4C077');
INSERT INTO Staff VALUES ('S0763', 'Tarak', 'Belligatti', '2987', 'Polling Agent', '1000', 'B5C077');
INSERT INTO Staff VALUES ('S0764', 'Asmee', 'Kulkarni', '3048', 'Security Agent', '750', 'B1C077');
INSERT INTO Staff VALUES ('S0765', 'Archana', 'Kumari', '3299', 'Polling Agent', '1000', 'B2C077');
INSERT INTO Staff VALUES ('S0766', 'Taara', 'Raval', '3369', 'Security Agent', '750', 'B3C077');
INSERT INTO Staff VALUES ('S0767', 'Prakruthi', 'Dalvi', '3459', 'Polling Agent', '1000', 'B4C077');
INSERT INTO Staff VALUES ('S0768', 'Varsha', 'Bhardwaj', '3590', 'Security Agent', '750', 'B5C077');
INSERT INTO Staff VALUES ('S0769', 'Aryan', 'Mugeraya', '1014', 'Polling Agent', '1000', 'B1C078');
INSERT INTO Staff VALUES ('S0770', 'Rohan', 'Belligatti', '1103', 'Security Agent', '750', 'B2C078');
INSERT INTO Staff VALUES ('S0771', 'Nitesh', 'Kumar', '1719', 'Polling Agent', '1000', 'B3C078');
INSERT INTO Staff VALUES ('S0772', 'Nagesh', 'Andrade', '1872', 'Security Agent', '750', 'B4C078');
INSERT INTO Staff VALUES ('S0773', 'Omkaar', 'Uchil', '1879', 'Polling Agent', '1000', 'B5C078');
INSERT INTO Staff VALUES ('S0774', 'Jatin', 'Naik', '2024', 'Security Agent', '750', 'B1C078');
INSERT INTO Staff VALUES ('S0775', 'Abeer', 'Mugeraya', '2065', 'Polling Agent', '1000', 'B2C078');
INSERT INTO Staff VALUES ('S0776', 'Abitha', 'Anchan', '2070', 'Security Agent', '750', 'B3C078');
INSERT INTO Staff VALUES ('S0777', 'Pranit', 'Hiremath', '2210', 'Polling Agent', '1000', 'B4C078');
INSERT INTO Staff VALUES ('S0778', 'Akshay', 'Moolya', '2279', 'Security Agent', '750', 'B5C078');
INSERT INTO Staff VALUES ('S0779', 'Teerth', 'Manjunath', '1201', 'Polling Agent', '1000', 'B1C079');
INSERT INTO Staff VALUES ('S0780', 'Maanas', 'Namnaik', '3010', 'Security Agent', '750', 'B2C079');
INSERT INTO Staff VALUES ('S0781', 'Raksha', 'Jain', '4248', 'Polling Agent', '1000', 'B3C079');
INSERT INTO Staff VALUES ('S0782', 'Vidya', 'Babu', '4433', 'Security Agent', '750', 'B4C079');
INSERT INTO Staff VALUES ('S0783', 'Gopika', 'Saha', '4527', 'Polling Agent', '1000', 'B5C079');
INSERT INTO Staff VALUES ('S0784', 'Sonika', 'Raval', '4769', 'Security Agent', '750', 'B1C079');
INSERT INTO Staff VALUES ('S0785', 'Shanaya', 'Nand', '5032', 'Polling Agent', '1000', 'B2C079');
INSERT INTO Staff VALUES ('S0786', 'Praneetha', 'Rai', '5224', 'Security Agent', '750', 'B3C079');
INSERT INTO Staff VALUES ('S0787', 'Sowmya', 'Belligatti', '5287', 'Polling Agent', '1000', 'B4C079');
INSERT INTO Staff VALUES ('S0788', 'Krish', 'Rai', '5496', 'Security Agent', '750', 'B5C079');
INSERT INTO Staff VALUES ('S0789', 'Aditya', 'Prabhu', '1236', 'Polling Agent', '1000', 'B1C080');
INSERT INTO Staff VALUES ('S0790', 'Balhaar', 'Belligatti', '2503', 'Security Agent', '750', 'B2C080');
INSERT INTO Staff VALUES ('S0791', 'Jagat', 'Gugale', '2518', 'Polling Agent', '1000', 'B3C080');
INSERT INTO Staff VALUES ('S0792', 'Vaibhavi', 'Holla', '2978', 'Security Agent', '750', 'B4C080');
INSERT INTO Staff VALUES ('S0793', 'Ansh', 'Shroff', '2994', 'Polling Agent', '1000', 'B5C080');
INSERT INTO Staff VALUES ('S0794', 'Rashmitha', 'Bharanya', '3029', 'Security Agent', '750', 'B1C080');
INSERT INTO Staff VALUES ('S0795', 'Sai', 'Sheikh', '3127', 'Polling Agent', '1000', 'B2C080');
INSERT INTO Staff VALUES ('S0796', 'Karan', 'Rao', '3237', 'Security Agent', '750', 'B3C080');
INSERT INTO Staff VALUES ('S0797', 'Avi', 'Singh', '3286', 'Polling Agent', '1000', 'B4C080');
INSERT INTO Staff VALUES ('S0798', 'Kahaan', 'Raval', '3287', 'Security Agent', '750', 'B5C080');
INSERT INTO Staff VALUES ('S0799', 'Tejaswi', 'Shetty', '1104', 'Polling Agent', '1000', 'B1C081');
INSERT INTO Staff VALUES ('S0800', 'Abhijith', 'Taj', '2358', 'Security Agent', '750', 'B2C081');
INSERT INTO Staff VALUES ('S0801', 'Ravi', 'Nair', '2466', 'Polling Agent', '1000', 'B3C081');
INSERT INTO Staff VALUES ('S0802', 'Sagar', 'Rai', '2605', 'Security Agent', '750', 'B4C081');
INSERT INTO Staff VALUES ('S0803', 'Jenisha', 'Namnaik', '2753', 'Polling Agent', '1000', 'B5C081');
INSERT INTO Staff VALUES ('S0804', 'Akshatha', 'Saniel', '3301', 'Security Agent', '750', 'B1C081');
INSERT INTO Staff VALUES ('S0805', 'Neel', 'Kumar', '3585', 'Polling Agent', '1000', 'B2C081');
INSERT INTO Staff VALUES ('S0806', 'Hithakshi', 'Rai', '4175', 'Security Agent', '750', 'B3C081');
INSERT INTO Staff VALUES ('S0807', 'Ekansh', 'Shukla', '4277', 'Polling Agent', '1000', 'B4C081');
INSERT INTO Staff VALUES ('S0808', 'Tanveer', 'Shukla', '5059', 'Security Agent', '750', 'B5C081');
INSERT INTO Staff VALUES ('S0809', 'Nikhitha', 'Manjunath', '1273', 'Polling Agent', '1000', 'B1C082');
INSERT INTO Staff VALUES ('S0810', 'Yuvraj', 'Manjunath', '1276', 'Security Agent', '750', 'B2C082');
INSERT INTO Staff VALUES ('S0811', 'Tejas', 'Nand', '1347', 'Polling Agent', '1000', 'B3C082');
INSERT INTO Staff VALUES ('S0812', 'Hitesh', 'Dawangave', '1744', 'Security Agent', '750', 'B4C082');
INSERT INTO Staff VALUES ('S0813', 'Madhura', 'Shroff', '1935', 'Polling Agent', '1000', 'B5C082');
INSERT INTO Staff VALUES ('S0814', 'Hemang', 'Shenoy', '2152', 'Security Agent', '750', 'B1C082');
INSERT INTO Staff VALUES ('S0815', 'Donita', 'Chatterjee', '2388', 'Polling Agent', '1000', 'B2C082');
INSERT INTO Staff VALUES ('S0816', 'Rohan', 'Sheikh', '2427', 'Security Agent', '750', 'B3C082');
INSERT INTO Staff VALUES ('S0817', 'Pavati', 'Vernekar', '2648', 'Polling Agent', '1000', 'B4C082');
INSERT INTO Staff VALUES ('S0818', 'Rachit', 'Shet', '2953', 'Security Agent', '750', 'B5C082');
INSERT INTO Staff VALUES ('S0819', 'Rudra', 'Gatty', '1140', 'Polling Agent', '1000', 'B1C083');
INSERT INTO Staff VALUES ('S0820', 'Amoli', 'Pujari', '1301', 'Security Agent', '750', 'B2C083');
INSERT INTO Staff VALUES ('S0821', 'Rahul', 'Shroff', '1780', 'Polling Agent', '1000', 'B3C083');
INSERT INTO Staff VALUES ('S0822', 'Shubhangi', 'Kumari', '1928', 'Security Agent', '750', 'B4C083');
INSERT INTO Staff VALUES ('S0823', 'Shona', 'Keshri', '2180', 'Polling Agent', '1000', 'B5C083');
INSERT INTO Staff VALUES ('S0824', 'Prisha', 'Anand', '2327', 'Security Agent', '750', 'B1C083');
INSERT INTO Staff VALUES ('S0825', 'Shreedevi', 'Shroff', '2449', 'Polling Agent', '1000', 'B2C083');
INSERT INTO Staff VALUES ('S0826', 'Balvan', 'Kamath', '2467', 'Security Agent', '750', 'B3C083');
INSERT INTO Staff VALUES ('S0827', 'Pavitra', 'Manjunath', '2492', 'Polling Agent', '1000', 'B4C083');
INSERT INTO Staff VALUES ('S0828', 'Swathi', 'Raval', '2780', 'Security Agent', '750', 'B5C083');
INSERT INTO Staff VALUES ('S0829', 'Yagnesh', 'Kamath', '1366', 'Polling Agent', '1000', 'B1C084');
INSERT INTO Staff VALUES ('S0830', 'Harshil', 'Bal', '1474', 'Security Agent', '750', 'B2C084');
INSERT INTO Staff VALUES ('S0831', 'Abeer', 'Nand', '2964', 'Polling Agent', '1000', 'B3C084');
INSERT INTO Staff VALUES ('S0832', 'Ramya', 'Naik', '3014', 'Security Agent', '750', 'B4C084');
INSERT INTO Staff VALUES ('S0833', 'Bhuv', 'Raval', '3199', 'Polling Agent', '1000', 'B5C084');
INSERT INTO Staff VALUES ('S0834', 'Sanchitha', 'Dalvi', '3313', 'Security Agent', '750', 'B1C084');
INSERT INTO Staff VALUES ('S0835', 'Sandhya', 'Shah', '3493', 'Polling Agent', '1000', 'B2C084');
INSERT INTO Staff VALUES ('S0836', 'Aparna', 'Anand', '3622', 'Security Agent', '750', 'B3C084');
INSERT INTO Staff VALUES ('S0837', 'Dhanush', 'Pai', '3696', 'Polling Agent', '1000', 'B4C084');
INSERT INTO Staff VALUES ('S0838', 'Gunbir', 'Vernekar', '3981', 'Security Agent', '750', 'B5C084');
INSERT INTO Staff VALUES ('S0839', 'Brijesh', 'Gatty', '1028', 'Polling Agent', '1000', 'B1C085');
INSERT INTO Staff VALUES ('S0840', 'Kavyashri', 'Shayana', '1312', 'Security Agent', '750', 'B2C085');
INSERT INTO Staff VALUES ('S0841', 'Deekshitha', 'Mendonsa', '1344', 'Polling Agent', '1000', 'B3C085');
INSERT INTO Staff VALUES ('S0842', 'Shubha', 'Naik', '1354', 'Security Agent', '750', 'B4C085');
INSERT INTO Staff VALUES ('S0843', 'Pahal', 'Salian', '1361', 'Polling Agent', '1000', 'B5C085');
INSERT INTO Staff VALUES ('S0844', 'Dhruv', 'Saniel', '1363', 'Security Agent', '750', 'B1C085');
INSERT INTO Staff VALUES ('S0845', 'Taara', 'Sullad', '1388', 'Polling Agent', '1000', 'B2C085');
INSERT INTO Staff VALUES ('S0846', 'Madhumita', 'Jain', '1396', 'Security Agent', '750', 'B3C085');
INSERT INTO Staff VALUES ('S0847', 'Kavitha', 'Moolya', '1413', 'Polling Agent', '1000', 'B4C085');
INSERT INTO Staff VALUES ('S0848', 'Anupama', 'Kamath', '1427', 'Security Agent', '750', 'B5C085');
INSERT INTO Staff VALUES ('S0849', 'Mallika', 'Rai', '1166', 'Polling Agent', '1000', 'B1C086');
INSERT INTO Staff VALUES ('S0850', 'Tanvi', 'Mugeraya', '1325', 'Security Agent', '750', 'B2C086');
INSERT INTO Staff VALUES ('S0851', 'Sanjana', 'Saha', '4009', 'Polling Agent', '1000', 'B3C086');
INSERT INTO Staff VALUES ('S0852', 'Dhipu', 'Patil', '4274', 'Security Agent', '750', 'B4C086');
INSERT INTO Staff VALUES ('S0853', 'Baljiwan', 'Namnaik', '4546', 'Polling Agent', '1000', 'B5C086');
INSERT INTO Staff VALUES ('S0854', 'Dinella', 'Naik', '4747', 'Security Agent', '750', 'B1C086');
INSERT INTO Staff VALUES ('S0855', 'Neha', 'Shet', '4776', 'Polling Agent', '1000', 'B2C086');
INSERT INTO Staff VALUES ('S0856', 'Zayan', 'Manjunath', '5033', 'Security Agent', '750', 'B3C086');
INSERT INTO Staff VALUES ('S0857', 'Harish', 'Gatty', '5440', 'Polling Agent', '1000', 'B4C086');
INSERT INTO Staff VALUES ('S0858', 'Saheli', 'Shah', '5700', 'Security Agent', '750', 'B5C086');
INSERT INTO Staff VALUES ('S0859', 'Prathiksha', 'Shet', '1138', 'Polling Agent', '1000', 'B1C087');
INSERT INTO Staff VALUES ('S0860', 'Apoorva', 'Dalvi', '2090', 'Security Agent', '750', 'B2C087');
INSERT INTO Staff VALUES ('S0861', 'Harish', 'Keshri', '2154', 'Polling Agent', '1000', 'B3C087');
INSERT INTO Staff VALUES ('S0862', 'Grishma', 'Belligatti', '2175', 'Security Agent', '750', 'B4C087');
INSERT INTO Staff VALUES ('S0863', 'Mishka', 'Tipparti', '2356', 'Polling Agent', '1000', 'B5C087');
INSERT INTO Staff VALUES ('S0864', 'Jagdish', 'Nagane', '2392', 'Security Agent', '750', 'B1C087');
INSERT INTO Staff VALUES ('S0865', 'Sapthashree', 'Shet', '2445', 'Polling Agent', '1000', 'B2C087');
INSERT INTO Staff VALUES ('S0866', 'Hrithik', 'Raval', '2666', 'Security Agent', '750', 'B3C087');
INSERT INTO Staff VALUES ('S0867', 'Siddharth', 'Mathew', '2819', 'Polling Agent', '1000', 'B4C087');
INSERT INTO Staff VALUES ('S0868', 'Lavanya', 'Taj', '2835', 'Security Agent', '750', 'B5C087');
INSERT INTO Staff VALUES ('S0869', 'Gagan', 'Rajesh', '1167', 'Polling Agent', '1000', 'B1C088');
INSERT INTO Staff VALUES ('S0870', 'Dileep', 'Kini', '1729', 'Security Agent', '750', 'B2C088');
INSERT INTO Staff VALUES ('S0871', 'Saheli', 'Prabhu', '1771', 'Polling Agent', '1000', 'B3C088');
INSERT INTO Staff VALUES ('S0872', 'Sangeetha', 'Rajesh', '2329', 'Security Agent', '750', 'B4C088');
INSERT INTO Staff VALUES ('S0873', 'Arin', 'Nayak', '2367', 'Polling Agent', '1000', 'B5C088');
INSERT INTO Staff VALUES ('S0874', 'Tanveer', 'Dsouza', '2404', 'Security Agent', '750', 'B1C088');
INSERT INTO Staff VALUES ('S0875', 'Hitesh', 'Thampy', '2638', 'Polling Agent', '1000', 'B2C088');
INSERT INTO Staff VALUES ('S0876', 'Chandran', 'Salian', '2735', 'Security Agent', '750', 'B3C088');
INSERT INTO Staff VALUES ('S0877', 'Balendra', 'Salian', '2834', 'Polling Agent', '1000', 'B4C088');
INSERT INTO Staff VALUES ('S0878', 'Varsha', 'Prabhakaran', '2837', 'Security Agent', '750', 'B5C088');
INSERT INTO Staff VALUES ('S0879', 'Viti', 'Tipparti', '1004', 'Polling Agent', '1000', 'B1C089');
INSERT INTO Staff VALUES ('S0880', 'Akshay', 'Kaur', '1722', 'Security Agent', '750', 'B2C089');
INSERT INTO Staff VALUES ('S0881', 'Zayan', 'Dsouza', '2762', 'Polling Agent', '1000', 'B3C089');
INSERT INTO Staff VALUES ('S0882', 'Varsha', 'Mendonsa', '2917', 'Security Agent', '750', 'B4C089');
INSERT INTO Staff VALUES ('S0883', 'Hiya', 'Gatty', '2955', 'Polling Agent', '1000', 'B5C089');
INSERT INTO Staff VALUES ('S0884', 'Lakshit', 'Mendonsa', '3918', 'Security Agent', '750', 'B1C089');
INSERT INTO Staff VALUES ('S0885', 'Hredhaan', 'Anchan', '4157', 'Polling Agent', '1000', 'B2C089');
INSERT INTO Staff VALUES ('S0886', 'Sarthak', 'Gupta', '4267', 'Security Agent', '750', 'B3C089');
INSERT INTO Staff VALUES ('S0887', 'Laksh', 'Hiremath', '4401', 'Polling Agent', '1000', 'B4C089');
INSERT INTO Staff VALUES ('S0888', 'Ishana', 'Shroff', '5097', 'Security Agent', '750', 'B5C089');
INSERT INTO Staff VALUES ('S0889', 'Apoorva', 'Saniel', '1524', 'Polling Agent', '1000', 'B1C090');
INSERT INTO Staff VALUES ('S0890', 'Ayush', 'Chavare', '1704', 'Security Agent', '750', 'B2C090');
INSERT INTO Staff VALUES ('S0891', 'Tejas', 'Acharya', '2935', 'Polling Agent', '1000', 'B3C090');
INSERT INTO Staff VALUES ('S0892', 'Ishana', 'Thampy', '3052', 'Security Agent', '750', 'B4C090');
INSERT INTO Staff VALUES ('S0893', 'Anjali', 'Naik', '3133', 'Polling Agent', '1000', 'B5C090');
INSERT INTO Staff VALUES ('S0894', 'Shreedevi', 'Bharanya', '3310', 'Security Agent', '750', 'B1C090');
INSERT INTO Staff VALUES ('S0895', 'Jagat', 'Moolya', '3355', 'Polling Agent', '1000', 'B2C090');
INSERT INTO Staff VALUES ('S0896', 'Mishka', 'Shetty', '3372', 'Security Agent', '750', 'B3C090');
INSERT INTO Staff VALUES ('S0897', 'Arundhati', 'Bangera', '3461', 'Polling Agent', '1000', 'B4C090');
INSERT INTO Staff VALUES ('S0898', 'Pramitha', 'Nair', '3473', 'Security Agent', '750', 'B5C090');
INSERT INTO Staff VALUES ('S0899', 'Saranya', 'Singh', '1099', 'Polling Agent', '1000', 'B1C091');
INSERT INTO Staff VALUES ('S0900', 'Namratha', 'Kamath', '1185', 'Security Agent', '750', 'B2C091');
INSERT INTO Staff VALUES ('S0901', 'Vedant', 'Kumari', '3140', 'Polling Agent', '1000', 'B3C091');
INSERT INTO Staff VALUES ('S0902', 'Pooja', 'Nayak', '3335', 'Security Agent', '750', 'B4C091');
INSERT INTO Staff VALUES ('S0903', 'Grishma', 'Bhoja', '3568', 'Polling Agent', '1000', 'B5C091');
INSERT INTO Staff VALUES ('S0904', 'Sai', 'Naik', '3649', 'Security Agent', '750', 'B1C091');
INSERT INTO Staff VALUES ('S0905', 'Priyanka', 'Nayak', '3770', 'Polling Agent', '1000', 'B2C091');
INSERT INTO Staff VALUES ('S0906', 'Yuvraj', 'Pujari', '3835', 'Security Agent', '750', 'B3C091');
INSERT INTO Staff VALUES ('S0907', 'Advaith', 'Shet', '4148', 'Polling Agent', '1000', 'B4C091');
INSERT INTO Staff VALUES ('S0908', 'Raunak', 'Moolya', '4247', 'Security Agent', '750', 'B5C091');
INSERT INTO Staff VALUES ('S0909', 'Kabir', 'Shenoy', '1006', 'Polling Agent', '1000', 'B1C092');
INSERT INTO Staff VALUES ('S0910', 'Siddharth', 'Acharya', '1049', 'Security Agent', '750', 'B2C092');
INSERT INTO Staff VALUES ('S0911', 'Sudha', 'Patil', '2182', 'Polling Agent', '1000', 'B3C092');
INSERT INTO Staff VALUES ('S0912', 'Rebecca', 'Kumar', '2322', 'Security Agent', '750', 'B4C092');
INSERT INTO Staff VALUES ('S0913', 'Rushali', 'Holla', '2682', 'Polling Agent', '1000', 'B5C092');
INSERT INTO Staff VALUES ('S0914', 'Praneel', 'Singh', '2783', 'Security Agent', '750', 'B1C092');
INSERT INTO Staff VALUES ('S0915', 'Jayaraj', 'Kumar', '2784', 'Polling Agent', '1000', 'B2C092');
INSERT INTO Staff VALUES ('S0916', 'Nakul', 'Rao', '2806', 'Security Agent', '750', 'B3C092');
INSERT INTO Staff VALUES ('S0917', 'Rishi', 'Bangera', '3086', 'Polling Agent', '1000', 'B4C092');
INSERT INTO Staff VALUES ('S0918', 'Mangala', 'Kavser', '3154', 'Security Agent', '750', 'B5C092');
INSERT INTO Staff VALUES ('S0919', 'Tanish', 'Ramesh', '1376', 'Polling Agent', '1000', 'B1C093');
INSERT INTO Staff VALUES ('S0920', 'Samaksh', 'Shah', '2113', 'Security Agent', '750', 'B2C093');
INSERT INTO Staff VALUES ('S0921', 'Keya', 'Raval', '2123', 'Polling Agent', '1000', 'B3C093');
INSERT INTO Staff VALUES ('S0922', 'Nitesh', 'Shah', '2142', 'Security Agent', '750', 'B4C093');
INSERT INTO Staff VALUES ('S0923', 'Grishma', 'Kamath', '2584', 'Polling Agent', '1000', 'B5C093');
INSERT INTO Staff VALUES ('S0924', 'Sonali', 'Anchan', '2589', 'Security Agent', '750', 'B1C093');
INSERT INTO Staff VALUES ('S0925', 'Pratyush', 'Naik', '2755', 'Polling Agent', '1000', 'B2C093');
INSERT INTO Staff VALUES ('S0926', 'Aarush', 'Uchil', '2844', 'Security Agent', '750', 'B3C093');
INSERT INTO Staff VALUES ('S0927', 'Prithvi', 'Saha', '2853', 'Polling Agent', '1000', 'B4C093');
INSERT INTO Staff VALUES ('S0928', 'Madhumita', 'Anand', '2862', 'Security Agent', '750', 'B5C093');
INSERT INTO Staff VALUES ('S0929', 'Suraksha', 'Singh', '1223', 'Polling Agent', '1000', 'B1C094');
INSERT INTO Staff VALUES ('S0930', 'Supritha', 'Chiplunkar', '1569', 'Security Agent', '750', 'B2C094');
INSERT INTO Staff VALUES ('S0931', 'Aryan', 'Gugale', '1755', 'Polling Agent', '1000', 'B3C094');
INSERT INTO Staff VALUES ('S0932', 'Likhitha', 'Bansal', '3124', 'Security Agent', '750', 'B4C094');
INSERT INTO Staff VALUES ('S0933', 'Charan', 'Banerjee', '3134', 'Polling Agent', '1000', 'B5C094');
INSERT INTO Staff VALUES ('S0934', 'Dhiraj', 'Saldanha', '3549', 'Security Agent', '750', 'B1C094');
INSERT INTO Staff VALUES ('S0935', 'Dhruv', 'Nair', '3727', 'Polling Agent', '1000', 'B2C094');
INSERT INTO Staff VALUES ('S0936', 'Manvitha', 'Rao', '3846', 'Security Agent', '750', 'B3C094');
INSERT INTO Staff VALUES ('S0937', 'Shwetha', 'Rajesh', '4191', 'Polling Agent', '1000', 'B4C094');
INSERT INTO Staff VALUES ('S0938', 'Kavyashri', 'Shayana', '4292', 'Security Agent', '750', 'B5C094');
INSERT INTO Staff VALUES ('S0939', 'Pahal', 'Pai', '1302', 'Polling Agent', '1000', 'B1C095');
INSERT INTO Staff VALUES ('S0940', 'Anaisha', 'Gupta', '1697', 'Security Agent', '750', 'B2C095');
INSERT INTO Staff VALUES ('S0941', 'Samaksh', 'Hiremath', '1767', 'Polling Agent', '1000', 'B3C095');
INSERT INTO Staff VALUES ('S0942', 'Nakul', 'Dawangave', '2187', 'Security Agent', '750', 'B4C095');
INSERT INTO Staff VALUES ('S0943', 'Parimala', 'Acharya', '2250', 'Polling Agent', '1000', 'B5C095');
INSERT INTO Staff VALUES ('S0944', 'Raksha', 'Hiremath', '2393', 'Security Agent', '750', 'B1C095');
INSERT INTO Staff VALUES ('S0945', 'Varsha', 'Saniel', '2420', 'Polling Agent', '1000', 'B2C095');
INSERT INTO Staff VALUES ('S0946', 'Avi', 'Almeida', '2528', 'Security Agent', '750', 'B3C095');
INSERT INTO Staff VALUES ('S0947', 'Manisha', 'Saha', '2549', 'Polling Agent', '1000', 'B4C095');
INSERT INTO Staff VALUES ('S0948', 'Abeer', 'Adiga', '3180', 'Security Agent', '750', 'B5C095');
INSERT INTO Staff VALUES ('S0949', 'Yashodha', 'Bangera', '1085', 'Polling Agent', '1000', 'B1C096');
INSERT INTO Staff VALUES ('S0950', 'Ved', 'Bhat', '1142', 'Security Agent', '750', 'B2C096');
INSERT INTO Staff VALUES ('S0951', 'Manisha', 'Shukla', '2442', 'Polling Agent', '1000', 'B3C096');
